iter	Passed	Remaining
373	928	1553
374	937	1561
375	938	1557
376	939	1553
377	941	1549
378	945	1549
379	946	1544
380	947	1540
381	949	1535
382	950	1531
383	953	1529
384	954	1525
385	957	1522
386	963	1525
387	964	1521
388	966	1517
389	1018	1592
390	1019	1588
391	1021	1583
392	1023	1580
393	1033	1588
394	1035	1585
395	1037	1581
396	1038	1577
397	1043	1577
398	1047	1578
399	1049	1574
400	1051	1570
401	1052	1566
402	1056	1564
403	1130	1667
404	1134	1667
405	1137	1663
406	1142	1664
407	1146	1663
408	1149	1660
409	1150	1656
410	1152	1651
411	1159	1654
412	1161	1650
413	1167	1653
414	1172	1652
415	1177	1653
416	1199	1677
417	1201	1672
418	1207	1674
419	1209	1670
420	1218	1675
421	1220	1671
422	1222	1667
423	1225	1665
424	1269	1717
425	1271	1713
426	1274	1709
427	1292	1727
428	1304	1736
429	1307	1732
430	1312	1732
431	1316	1730
432	1318	1726
433	1319	1721
434	1320	1715
435	1321	1710
436	1323	1704
437	1327	1703
438	1329	1699
439	1330	1693
440	1331	1687
441	1332	1682
442	1333	1676
443	1334	1671
444	1335	1665
445	1336	1660
446	1339	1657
447	1342	1654
448	1344	1650
449	1345	1644
450	1346	1639
451	1347	1634
452	1348	1628
453	1349	1623
454	1350	1617
455	1351	1612
456	1352	1606
457	1355	1603
458	1356	1599
459	1359	1595
460	1359	1590
461	1360	1584
462	1361	1579
463	1362	1574
464	1363	1568
465	1364	1563
466	1365	1558
467	1366	1553
468	1367	1548
469	1368	1543
470	1369	1538
471	1370	1533
472	1371	1528
473	1372	1523
474	1373	1518
475	1374	1513
476	1375	1507
477	1376	1502
478	1377	1497
479	1378	1492
480	1379	1488
481	1380	1483
482	1380	1478
483	1381	1473
484	1385	1470
485	1386	1466
486	1387	1461
487	1388	1456
488	1389	1451
489	1390	1447
490	1391	1442
491	1392	1437
492	1393	1432
493	1393	1427
494	1394	1423
495	1395	1418
496	1396	1413
497	1399	1410
498	1400	1405
499	1401	1401
500	1402	1396
501	1402	1391
502	1403	1386
503	1404	1382
504	1405	1377
505	1406	1372
506	1407	1368
507	1408	1363
508	1408	1359
509	1409	1354
510	1410	1349
511	1411	1345
512	1413	1341
513	1415	1338
514	1417	1334
515	1418	1330
516	1419	1325
517	1419	1321
518	1420	1316
519	1423	1313
520	1424	1309
521	1425	1305
522	1426	1300
523	1428	1297
524	1430	1294
525	1431	1289
526	1432	1285
527	1432	1280
528	1433	1276
529	1434	1272
530	1435	1268
531	1436	1263
532	1437	1259
533	1438	1255
534	1439	1250
535	1440	1246
536	1445	1246
537	1446	1242
538	1447	1238
539	1448	1233
540	1449	1229
541	1450	1225
542	1451	1221
543	1452	1217
544	1453	1213
545	1454	1209
546	1454	1204
547	1455	1200
548	1457	1197
549	1459	1194
550	1460	1190
551	1461	1186
552	1462	1182
553	1463	1178
554	1464	1174
555	1465	1170
556	1466	1166
557	1467	1162
558	1468	1158
559	1469	1154
560	1470	1150
561	1472	1147
562	1474	1144
563	1475	1140
564	1476	1136
565	1477	1133
566	1478	1129
567	1479	1125
568	1480	1121
569	1481	1117
570	1482	1113
571	1483	1109
572	1484	1105
573	1485	1102
574	1486	1098
575	1487	1095
576	1488	1091
577	1489	1087
578	1490	1084
579	1491	1080
580	1492	1076
581	1493	1072
582	1494	1068
583	1495	1065
584	1496	1061
585	1497	1057
586	1498	1054
587	1499	1050
588	1500	1046
589	1502	1044
590	1504	1041
591	1505	1037
592	1508	1035
593	1509	1031
594	1510	1027
595	1511	1024
596	1511	1020
597	1512	1017
598	1513	1013
599	1514	1009
600	1517	1007
601	1518	1004
602	1519	1000
603	1520	997
604	1521	993
605	1522	989
606	1523	986
607	1524	982
608	1525	979
609	1526	975
610	1527	972
611	1528	968
612	1528	965
613	1529	961
614	1531	959
615	1534	956
616	1535	953
617	1536	949
618	1537	946
619	1538	942
620	1539	939
621	1540	935
622	1540	932
623	1541	929
624	1542	925
625	1543	922
626	1544	918
627	1546	916
628	1549	913
629	1551	911
630	1552	907
631	1553	904
632	1554	901
633	1555	897
634	1556	894
635	1557	891
636	1558	888
637	1559	884
638	1562	882
639	1563	879
640	1564	876
641	1565	873
642	1566	869
643	1567	866
644	1568	863
645	1569	860
646	1570	856
647	1571	853
648	1572	850
649	1573	847
650	1574	844
651	1578	842
652	1579	839
653	1580	836
654	1582	833
655	1583	830
656	1584	827
657	1585	824
658	1586	821
659	1587	817
660	1588	814
661	1590	811
662	1591	808
663	1593	806
664	1594	803
665	1595	800
666	1596	797
667	1597	793
668	1598	790
669	1599	787
670	1600	784
671	1601	781
672	1602	778
673	1603	775
674	1605	772
675	1606	769
676	1607	766
677	1608	763
678	1609	761
679	1611	758
680	1612	755
681	1613	752
682	1614	749
683	1615	746
684	1616	743
685	1617	740
686	1618	737
687	1623	736
688	1624	733
689	1625	730
690	1627	727
691	1628	724
692	1629	722
693	1630	719
694	1632	716
695	1633	713
696	1636	711
697	1638	708
698	1639	705
699	1640	703
700	1641	700
701	1642	697
702	1643	694
703	1645	691
704	1647	689
705	1647	686
706	1649	683
707	1650	680
708	1652	678
709	1653	675
710	1655	672
711	1657	670
712	1658	667
713	1659	664
714	1661	662
715	1662	659
716	1666	657
717	1668	655
718	1669	652
719	1671	649
720	1675	648
721	1685	648
722	1688	646
723	1696	646
724	1700	645
725	1703	642
726	1705	640
727	1707	637
728	1708	635
729	1715	634
730	1716	631
731	1718	629
732	1720	626
733	1722	624
734	1724	621
735	1726	619
736	1729	617
737	1733	615
738	1735	613
739	1740	611
740	1743	609
741	1746	607
742	1748	604
743	1749	601
744	1750	599
745	1751	596
746	1753	593
747	1760	593
748	1762	590
749	1764	588
750	1765	585
751	1766	582
752	1768	580
753	1772	578
754	1774	575
755	1776	573
756	1778	570
757	1780	568
758	1782	565
759	1787	564
760	1788	561
761	1790	559
762	1791	556
763	1793	553
764	1794	551
765	1795	548
766	1796	545
767	1797	542
768	1803	541
769	1804	539
770	1805	536
771	1806	533
772	1808	530
773	1809	528
774	1810	525
775	1811	523
776	1813	520
777	1818	519
778	1821	516
779	1822	514
780	1823	511
781	1825	508
782	1826	506
783	1828	503
784	1834	502
785	1836	499
786	1837	497
787	1838	494
788	1840	492
789	1841	489
790	1842	486
791	1843	484
792	1847	482
793	1849	479
794	1851	477
795	1853	475
796	1855	472
797	1859	470
798	1861	468
799	1862	465
800	1863	463
801	1865	460
802	1866	457
803	1867	455
804	1870	453
805	1874	451
806	1875	448
807	1876	446
808	1878	443
809	1879	440
810	1880	438
811	1881	435
812	1883	433
813	1884	430
814	1885	428
815	1890	426
816	1892	423
817	1893	421
818	1893	418
819	1894	415
820	1896	413
821	1897	410
822	1898	408
823	1899	405
824	1900	403
825	1903	400
826	1907	399
827	1908	396
828	1909	393
829	1910	391
830	1911	388
831	1912	386
832	1913	383
833	1914	381
834	1919	379
835	1920	376
836	1922	374
837	1923	371
838	1924	369
839	1926	366
840	1927	364
841	1928	361
842	1928	359
843	1930	356
844	1935	355
845	1937	352
846	1938	350
847	1939	347
848	1940	345
849	1942	342
850	1944	340
851	1945	337
852	1949	335
853	1950	333
854	1952	331
855	1953	328
856	1954	326
857	1955	323
858	1956	321
859	1958	318
860	1960	316
861	1963	314
862	1964	311
863	1965	309
864	1967	306
865	1967	304
866	1969	302
867	1971	299
868	1972	297
869	1974	295
870	1975	292
871	1977	290
872	1979	288
873	1980	285
874	1981	283
875	1983	280
876	1984	278
877	1985	275
878	1986	273
879	1987	271
880	1988	268
881	1989	266
882	1990	263
883	1997	262
884	1998	259
885	1999	257
886	2000	254
887	2001	252
888	2002	250
889	2003	247
890	2004	245
891	2005	242
892	2007	240
893	2009	238
894	2011	235
895	2012	233
896	2013	231
897	2014	228
898	2015	226
899	2016	224
900	2017	221
901	2018	219
902	2019	216
903	2020	214
904	2021	212
905	2022	209
906	2023	207
907	2024	205
908	2025	202
909	2026	200
910	2027	198
911	2028	195
912	2029	193
913	2030	191
914	2031	188
915	2035	186
916	2037	184
917	2038	182
918	2039	179
919	2040	177
920	2041	175
921	2042	172
922	2042	170
923	2044	168
924	2044	165
925	2045	163
926	2046	161
927	2049	159
928	2051	156
929	2052	154
930	2053	152
931	2054	149
932	2055	147
933	2056	145
934	2057	143
935	2058	140
936	2059	138
937	2059	136
938	2060	133
939	2061	131
940	2066	129
941	2068	127
942	2069	125
943	2070	122
944	2071	120
945	2072	118
946	2074	116
947	2075	113
948	2075	111
949	2076	109
950	2078	107
951	2080	104
952	2081	102
953	2082	100
954	2083	98
955	2084	95
956	2085	93
957	2086	91
958	2087	89
959	2088	87
960	2089	84
961	2090	82
962	2091	80
963	2092	78
964	2095	75
965	2096	73
966	2097	71
967	2098	69
968	2099	67
969	2100	64
970	2101	62
971	2102	60
972	2103	58
973	2104	56
974	2105	53
975	2106	51
976	2109	49
977	2110	47
978	2111	45
979	2112	43
980	2113	40
981	2114	38
982	2115	36
983	2116	34
984	2117	32
985	2118	30
986	2119	27
987	2120	25
988	2121	23
989	2123	21
990	2124	19
991	2125	17
992	2127	14
993	2128	12
994	2128	10
995	2129	8
996	2130	6
997	2131	4
998	2132	2
999	2133	0
